rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,perfect,chi_comp
1,HCRbdO{,9,15,3,3.6666666924,0.6666666924,3.6666666799877143,1.246e-08,2.420e-09,optimal,False,4
2,HCrb`qi,9,16,3,3.6180340009,0.6180340009,3.618034000654442,2.408e-10,9.611e-10,optimal,False,4
3,HCQe`pc,9,13,3,3.4703808534,0.4703808534,3.4703808418939186,1.149e-08,4.496e-09,optimal,False,4
4,HCQv@ps,9,15,3,3.4678437744,0.4678437744,3.4678437311163424,4.327e-08,4.151e-09,optimal,False,4
5,HCQb`r},9,17,3,3.4678437725,0.4678437725,3.4678437295533215,4.296e-08,3.333e-09,optimal,False,4
6,HCQb`r~,9,18,3,3.4678437704,0.4678437704,3.4678437213553015,4.904e-08,4.714e-09,optimal,False,4
7,HCQb`rK,9,14,3,3.4678437676,0.4678437676,3.467843742695335,2.491e-08,3.143e-09,optimal,False,4
8,HCQb`py,9,15,3,3.4678437646,0.4678437646,3.4678437376091704,2.704e-08,5.798e-09,optimal,False,4
9,HCQbR_y,9,14,3,3.4678437622,0.4678437622,3.4678437273131033,3.490e-08,2.860e-09,optimal,False,4
10,HCQb`rY,9,15,3,3.4678437590,0.4678437590,3.4678437314341415,2.753e-08,3.505e-09,optimal,False,4
11,HCQb`pq,9,14,3,3.4678437587,0.4678437587,3.4678437317002064,2.701e-08,3.300e-09,optimal,False,4
12,HCQRDO{,9,13,3,3.4678437563,0.4678437563,3.46784374659121,9.722e-09,3.324e-09,optimal,False,4
13,HCQb`qr,9,15,3,3.4678437554,0.4678437554,3.4678437306182675,2.477e-08,2.881e-09,optimal,False,4
14,HCQb`ru,9,16,3,3.4678437488,0.4678437488,3.467843740676165,8.155e-09,2.403e-09,optimal,False,4
15,HCQeR`[,9,14,3,3.4678437487,0.4678437487,3.467843740481947,8.262e-09,1.842e-09,optimal,False,4
16,HCQb`ri,9,15,3,3.4678437479,0.4678437479,3.467843728535125,1.940e-08,2.808e-09,optimal,False,4
17,HCQb`pz,9,16,3,3.4678437463,0.4678437463,3.4678437381438267,8.159e-09,1.652e-09,optimal,False,4
18,HCQb`rm,9,16,3,3.4678437462,0.4678437462,3.467843733946536,1.226e-08,1.567e-09,optimal,False,4
19,HCQb`rz,9,17,3,3.4678437456,0.4678437456,3.4678437342276838,1.134e-08,1.469e-09,optimal,False,4
20,HCQb`ry,9,16,3,3.4678437453,0.4678437453,3.4678437377991975,7.508e-09,2.297e-09,optimal,False,4
21,HCQb`q},9,16,3,3.4678437452,0.4678437452,3.467843736875702,8.294e-09,1.348e-09,optimal,False,4
22,HCQe`q[,9,14,3,3.4678437425,0.4678437425,3.4678437259888146,1.652e-08,2.220e-09,optimal,False,4
23,HCQb`r{,9,16,3,3.4678437382,0.4678437382,3.467843727257409,1.090e-08,1.760e-09,optimal,False,4
24,HCQb`rk,9,15,3,3.4678437352,0.4678437352,3.4678437615558164,2.632e-08,9.427e-10,optimal,False,4
25,HCQb`rq,9,15,3,3.4678437347,0.4678437347,3.467843736087879,1.346e-09,5.277e-10,optimal,False,4
26,HCQb`rs,9,15,3,3.4678437343,0.4678437343,3.4678437426105466,8.263e-09,5.564e-10,optimal,False,4
27,HCRV@qk,9,15,3,3.4678437341,0.4678437341,3.467843737863954,3.743e-09,2.792e-10,optimal,False,4
28,HCQb`qu,9,15,3,3.4678437328,0.4678437328,3.46784373485825,2.033e-09,3.934e-10,optimal,False,4
29,HCQb`rr,9,16,3,3.4678437328,0.4678437328,3.4678437667697084,3.397e-08,6.328e-10,optimal,False,4
30,HCQb`qs,9,14,3,3.4678437309,0.4678437309,3.467843763673387,3.278e-08,3.176e-10,optimal,False,4
31,HCQb`or,9,14,3,3.4678437305,0.4678437305,3.467843736702726,6.168e-09,1.782e-10,optimal,False,4
32,HCQeR_{,9,14,3,3.4674943020,0.4674943020,3.4674942554373214,4.656e-08,5.364e-09,optimal,False,4
33,HCQv@qR,9,15,3,3.4598284417,0.4598284417,3.459828442863683,1.157e-09,2.166e-10,optimal,False,4
34,HCRbdQ{,9,16,3,3.4593960152,0.4593960152,3.4593959718992453,4.332e-08,3.963e-09,optimal,False,4
35,HCQe`ps,9,14,3,3.4576138530,0.4576138530,3.457613837380868,1.561e-08,3.068e-09,optimal,False,4
36,HCRbco{,9,15,3,3.4554913853,0.4554913853,3.455491390253277,4.969e-09,1.624e-09,optimal,False,4
37,HCQbdq],9,16,3,3.4522903429,0.4522903429,3.452290314757889,2.812e-08,4.353e-09,optimal,False,4
38,HCQv@pk,9,15,3,3.4505408552,0.4505408552,3.450540879899442,2.473e-08,7.007e-10,optimal,False,4
39,HCpb`zS,9,16,3,3.4433342856,0.4433342856,3.4433342916338474,6.047e-09,2.061e-09,optimal,False,4
40,HCRb`ym,9,17,3,3.4389903792,0.4389903792,3.438990359404232,1.983e-08,1.236e-09,optimal,False,4
41,HCRbdRR,9,16,3,3.4384472331,0.4384472331,3.438447193990727,3.911e-08,4.520e-09,optimal,False,4
42,HCRbcqh,9,15,3,3.4384472172,0.4384472172,3.4384471871687756,3.006e-08,3.773e-09,optimal,False,4
43,HCRbdRe,9,16,3,3.4384472132,0.4384472132,3.438447193609794,1.957e-08,3.418e-09,optimal,False,4
44,HCRbdPe,9,15,3,3.4384472128,0.4384472128,3.438447195214318,1.758e-08,2.959e-09,optimal,False,4
45,HCRbdPq,9,15,3,3.4384472114,0.4384472114,3.4384471865081156,2.494e-08,3.136e-09,optimal,False,4
46,HCRbdRM,9,16,3,3.4384472107,0.4384472107,3.438447189385986,2.135e-08,4.152e-09,optimal,False,4
47,HCRbdRr,9,17,3,3.4384472090,0.4384472090,3.4384471909196086,1.813e-08,2.636e-09,optimal,False,4
48,HCRbdRm,9,17,3,3.4384472077,0.4384472077,3.4384471977078914,1.003e-08,2.617e-09,optimal,False,4
49,HCRbdPu,9,16,3,3.4384472068,0.4384472068,3.4384471956525546,1.114e-08,4.731e-09,optimal,False,4
50,HCRbdRu,9,17,3,3.4384472066,0.4384472066,3.4384471962599696,1.038e-08,5.027e-09,optimal,False,4
51,HCRbdRs,9,16,3,3.4384472049,0.4384472049,3.4384471934747816,1.139e-08,2.856e-09,optimal,False,4
52,HCRbdQy,9,16,3,3.4384472043,0.4384472043,3.4384471946798834,9.619e-09,2.309e-09,optimal,False,4
53,HCRbdRv,9,18,3,3.4384472042,0.4384472042,3.438447183161894,2.106e-08,4.456e-09,optimal,False,4
54,HCRV@ps,9,15,3,3.4384472028,0.4384472028,3.4384471949900988,7.778e-09,1.825e-09,optimal,False,4
55,HCrb`rS,9,16,3,3.4384472015,0.4384472015,3.4384471965229526,4.987e-09,1.340e-09,optimal,False,4
56,HCRbdRU,9,16,3,3.4384471983,0.4384471983,3.438447231736143,3.346e-08,2.213e-09,optimal,False,4
57,HCRbdRy,9,17,3,3.4384471982,0.4384471982,3.4384471926023914,5.644e-09,2.780e-09,optimal,False,4
58,HCRbdR},9,18,3,3.4384471980,0.4384471980,3.4384471848879166,1.308e-08,2.984e-09,optimal,False,4
59,HCRbdP},9,17,3,3.4384471969,0.4384471969,3.4384472057679103,8.886e-09,7.489e-10,optimal,False,4
60,HCRbdQq,9,15,3,3.4384471969,0.4384471969,3.4384471979391122,1.067e-09,1.006e-09,optimal,False,4
61,HCRbdPy,9,16,3,3.4384471957,0.4384471957,3.4384471876112253,8.130e-09,1.215e-09,optimal,False,4
62,HCRbdR],9,17,3,3.4384471955,0.4384471955,3.4384471917023314,3.823e-09,1.381e-09,optimal,False,4
63,HCRbdRQ,9,15,3,3.4384471952,0.4384471952,3.4384471829326846,1.227e-08,6.817e-10,optimal,False,4
64,HCRbdRY,9,16,3,3.4384471944,0.4384471944,3.4384471895797453,4.866e-09,1.551e-09,optimal,False,4
65,HCRbdRq,9,16,3,3.4384471912,0.4384471912,3.4384471950688056,3.873e-09,5.202e-10,optimal,False,4
66,HCrb`ri,9,17,3,3.4384471907,0.4384471907,3.4384471906691885,2.925e-11,3.611e-10,optimal,False,4
67,HCRbdQu,9,16,3,3.4384471891,0.4384471891,3.4384471836790604,5.449e-09,2.677e-10,optimal,False,4
68,HCRbdR{,9,17,3,3.4384471889,0.4384471889,3.438447185072448,3.874e-09,5.362e-10,optimal,False,4
69,HCRbdQY,9,15,3,3.4384471886,0.4384471886,3.4384471902526434,1.661e-09,2.870e-10,optimal,False,4
70,HCQ`fP[,9,14,3,3.4384471885,0.4384471885,3.4384471927682103,4.239e-09,1.409e-10,optimal,False,4
71,HCRbdRc,9,15,3,3.4384471885,0.4384471885,3.438447193333091,4.815e-09,1.277e-10,optimal,False,4
72,HCRbdRf,9,17,3,3.4384471883,0.4384471883,3.438447190680313,2.354e-09,2.461e-10,optimal,False,4
73,HCRbdR[,9,16,3,3.4384471882,0.4384471882,3.438447198223785,9.998e-09,9.494e-11,optimal,False,4
74,HCRbdQ},9,17,3,3.4384471880,0.4384471880,3.4384471933955325,5.417e-09,1.129e-10,optimal,False,4
75,HCRbdRz,9,18,3,3.4384471877,0.4384471877,3.4384471883664167,6.304e-10,2.606e-10,optimal,False,4
76,HCRbdRZ,9,17,3,3.4384471873,0.4384471873,3.4384471904159724,3.106e-09,1.928e-10,optimal,False,4
77,HCRbdR~,9,19,3,3.4384471829,0.4384471829,3.438447175716005,7.217e-09,1.495e-09,optimal,False,4
78,HCQe`pk,9,14,3,3.4303376007,0.4303376007,3.4303375771097597,2.358e-08,2.149e-09,optimal,False,4
79,HCpdQjo,9,15,3,3.4269588107,0.4269588107,3.42695881063904,4.709e-11,6.105e-10,optimal,False,4
80,HCQbdo{,9,15,3,3.4262284701,0.4262284701,3.4262284585391316,1.159e-08,2.209e-09,optimal,False,4
81,HCRbeo{,9,16,3,3.4251646427,0.4251646427,3.425164629686449,1.302e-08,2.861e-09,optimal,False,4
82,HCRbdo{,9,16,3,3.4239444020,0.4239444020,3.423944397534975,4.451e-09,6.255e-10,optimal,False,4
83,HCrbbqi,9,17,3,3.4142136356,0.4142136356,3.414213566882661,6.867e-08,5.883e-09,optimal,False,4
84,HCrb`r~,9,20,3,3.4142136331,0.4142136331,3.4142135617259473,7.140e-08,5.599e-09,optimal,False,4
85,HCrb`rY,9,17,3,3.4142135977,0.4142135977,3.4142135668530207,3.082e-08,4.234e-09,optimal,False,4
86,HCrb`rc,9,16,3,3.4142135893,0.4142135893,3.41421356766272,2.167e-08,2.484e-09,optimal,False,4
87,HCrb`rk,9,17,3,3.4142135798,0.4142135798,3.4142135539954293,2.579e-08,2.090e-09,optimal,False,4
88,HCrb`rs,9,17,3,3.4142135776,0.4142135776,3.41421356862654,9.002e-09,1.673e-09,optimal,False,4
89,HCrb`ru,9,18,3,3.4142135703,0.4142135703,3.414213559816964,1.049e-08,9.835e-10,optimal,False,4
90,HCrb`rm,9,18,3,3.4142135703,0.4142135703,3.414213566550399,3.744e-09,7.117e-10,optimal,False,4
91,HCrb`r{,9,18,3,3.4142135700,0.4142135700,3.4142135511836265,1.885e-08,1.645e-09,optimal,False,4
92,HCrb`r},9,19,3,3.4142135679,0.4142135679,3.414213558928198,8.964e-09,6.573e-10,optimal,False,4
93,HCrb`rK,9,16,3,3.4142135675,0.4142135675,3.41421356287995,4.607e-09,3.290e-10,optimal,False,4
94,HCrb`qs,9,16,3,3.4142135669,0.4142135669,3.4142135529703026,1.392e-08,4.905e-10,optimal,False,4
95,HCrb`ry,9,18,3,3.4142135665,0.4142135665,3.4142135586995668,7.752e-09,1.143e-09,optimal,False,4
96,HCRbdqU,9,16,3,3.4103640756,0.4103640756,3.410364084269793,8.627e-09,7.051e-10,optimal,False,4
97,HCpdQiq,9,15,3,3.4088091153,0.4088091153,3.408809094156367,2.115e-08,4.684e-09,optimal,False,4
98,HCQe`qX,9,14,3,3.3870541738,0.3870541738,3.3870541808373065,6.993e-09,8.099e-10,optimal,False,4
99,HCRbdq],9,17,3,3.3865430102,0.3865430102,3.386542996091673,1.409e-08,1.334e-10,optimal,False,4
100,HQyurzU,9,22,2,2.3837190905,0.3837190905,2.3837190850632077,5.458e-09,1.801e-10,optimal,False,3
101,HCQ`fI{,9,15,3,3.3828017790,0.3828017790,3.3828017187201103,6.030e-08,5.352e-09,optimal,False,4
102,HCRbcrS,9,15,3,3.3804185767,0.3804185767,3.3804185681239556,8.585e-09,1.982e-09,optimal,False,4
103,HCQbfIm,9,16,3,3.3800448051,0.3800448051,3.380044777464204,2.767e-08,2.185e-09,optimal,False,4
104,HCQv@rk,9,16,3,3.3722813957,0.3722813957,3.3722813302096224,6.546e-08,5.821e-09,optimal,False,4
105,HCQbR_},9,15,3,3.3722813847,0.3722813847,3.372281338869247,4.582e-08,5.255e-09,optimal,False,4
106,HCR`vak,9,16,3,3.3722813840,0.3722813840,3.3722813322289262,5.179e-08,6.305e-09,optimal,False,4
107,HCRbcol,9,15,3,3.3722813829,0.3722813829,3.3722813330167676,4.987e-08,5.237e-09,optimal,False,4
108,HCRb`y},9,18,3,3.3722813799,0.3722813799,3.372281320992516,5.892e-08,6.160e-09,optimal,False,4
109,HCRb`yn,9,18,3,3.3722813763,0.3722813763,3.3722812795777726,9.673e-08,5.971e-09,optimal,False,4
110,HCQe`ph,9,14,3,3.3722813761,0.3722813761,3.372281337082015,3.899e-08,4.726e-09,optimal,False,4
111,HCQe`rY,9,15,3,3.3722813745,0.3722813745,3.372281322553312,5.198e-08,5.945e-09,optimal,False,4
112,HCOedq],9,15,3,3.3722813713,0.3722813713,3.3722813337241515,3.759e-08,4.865e-09,optimal,False,4
113,HCpdPzc,9,16,3,3.3722813711,0.3722813711,3.372281332934554,3.820e-08,3.957e-09,optimal,False,4
114,HCQe`q\,9,15,3,3.3722813695,0.3722813695,3.3722813333476713,3.619e-08,5.245e-09,optimal,False,4
115,HCRbco|,9,16,3,3.3722813695,0.3722813695,3.372281330602285,3.890e-08,5.433e-09,optimal,False,4
116,HCQbdY{,9,16,3,3.3722813688,0.3722813688,3.3722813319078253,3.690e-08,4.717e-09,optimal,False,4
117,HCdebRK,9,15,3,3.3722813681,0.3722813681,3.3722813247677372,4.336e-08,4.258e-09,optimal,False,4
118,HCQbdr[,9,16,3,3.3722813669,0.3722813669,3.372281354289443,1.259e-08,3.684e-09,optimal,False,4
119,HCQbdrs,9,16,3,3.3722813668,0.3722813668,3.372281337045802,2.975e-08,4.490e-09,optimal,False,4
120,HCpdQjc,9,15,3,3.3722813665,0.3722813665,3.372281347656063,1.882e-08,3.695e-09,optimal,False,4
121,HCQbdo~,9,17,3,3.3722813661,0.3722813661,3.3722813299049306,3.623e-08,5.818e-09,optimal,False,4
122,HCQbdry,9,17,3,3.3722813661,0.3722813661,3.3722813153559485,5.070e-08,6.292e-09,optimal,False,4
123,HCQe`pd,9,14,3,3.3722813649,0.3722813649,3.3722813219839662,4.296e-08,4.037e-09,optimal,False,4
124,HCQbdq^,9,17,3,3.3722813644,0.3722813644,3.3722813270596688,3.733e-08,5.423e-09,optimal,False,4
125,HCpbfH{,9,17,3,3.3722813636,0.3722813636,3.3722813123844717,5.125e-08,4.436e-09,optimal,False,4
126,HCQbdq{,9,16,3,3.3722813629,0.3722813629,3.3722813152042903,4.772e-08,3.633e-09,optimal,False,4
127,HCRb`xv,9,18,3,3.3722813627,0.3722813627,3.372281317726716,4.497e-08,6.531e-09,optimal,False,4
128,HCQbdi{,9,16,3,3.3722813625,0.3722813625,3.3722813388353856,2.364e-08,4.568e-09,optimal,False,4
129,HCQbdq~,9,18,3,3.3722813610,0.3722813610,3.372281323507399,3.750e-08,5.401e-09,optimal,False,4
130,HCQbfO|,9,16,3,3.3722813606,0.3722813606,3.3722813223711623,3.827e-08,3.833e-09,optimal,False,4
131,HCRbcp[,9,15,3,3.3722813604,0.3722813604,3.3722813363365614,2.409e-08,3.545e-09,optimal,False,4
132,HCQe`px,9,15,3,3.3722813602,0.3722813602,3.372281328914292,3.126e-08,4.288e-09,optimal,False,4
133,HCQTbGm,9,14,3,3.3722813597,0.3722813597,3.372281328857468,3.088e-08,2.515e-09,optimal,False,4
134,HCRb`zM,9,17,3,3.3722813591,0.3722813591,3.372281337223997,2.185e-08,4.672e-09,optimal,False,4
135,HCQbdrT,9,16,3,3.3722813581,0.3722813581,3.3722813222581807,3.586e-08,3.080e-09,optimal,False,4
136,HCQbdYw,9,15,3,3.3722813576,0.3722813576,3.3722813288806335,2.876e-08,3.674e-09,optimal,False,4
137,HCQbdr],9,17,3,3.3722813574,0.3722813574,3.372281330783644,2.661e-08,3.650e-09,optimal,False,4
138,HCRb`zq,9,17,3,3.3722813571,0.3722813571,3.3722813254991078,3.165e-08,5.339e-09,optimal,False,4
139,HCQbQpq,9,14,3,3.3722813568,0.3722813568,3.372281332675746,2.410e-08,2.808e-09,optimal,False,4
140,HCQbdMx,9,16,3,3.3722813559,0.3722813559,3.3722813252636556,3.063e-08,4.041e-09,optimal,False,4
141,HCQe`rK,9,14,3,3.3722813559,0.3722813559,3.3722813309266932,2.494e-08,3.318e-09,optimal,False,4
142,HCQe`rm,9,16,3,3.3722813557,0.3722813557,3.3722813241732963,3.155e-08,5.853e-09,optimal,False,4
143,HCQbdrM,9,16,3,3.3722813555,0.3722813555,3.3722813275168546,2.795e-08,3.490e-09,optimal,False,4
144,HCQbdr},9,18,3,3.3722813552,0.3722813552,3.372281321086188,3.415e-08,4.675e-09,optimal,False,4
145,HCR`ril,9,17,3,3.3722813550,0.3722813550,3.3722813291991236,2.582e-08,4.613e-09,optimal,False,4
146,HCQbdr|,9,18,3,3.3722813549,0.3722813549,3.3722813206721547,3.421e-08,4.692e-09,optimal,False,4
147,HCQbdp{,9,16,3,3.3722813549,0.3722813549,3.372281326426353,2.844e-08,3.695e-09,optimal,False,4
148,HCQbQrI,9,14,3,3.3722813544,0.3722813544,3.3722813266916645,2.768e-08,2.958e-09,optimal,False,4
149,HCQbdru,9,17,3,3.3722813533,0.3722813533,3.3722813284157027,2.489e-08,4.398e-09,optimal,False,4
150,HCQbdpq,9,15,3,3.3722813531,0.3722813531,3.3722813258637565,2.727e-08,2.845e-09,optimal,False,4
151,HCQbdrU,9,16,3,3.3722813531,0.3722813531,3.3722813291673193,2.397e-08,3.851e-09,optimal,False,4
152,HCQeQzw,9,16,3,3.3722813531,0.3722813531,3.3722813266514704,2.646e-08,4.322e-09,optimal,False,4
153,HCRdtpr,9,18,3,3.3722813531,0.3722813531,3.3722813144335957,3.863e-08,3.466e-09,optimal,False,4
154,HCRb`ze,9,17,3,3.3722813529,0.3722813529,3.3722813278348216,2.511e-08,4.284e-09,optimal,False,4
155,HCQRDrk,9,15,3,3.3722813528,0.3722813528,3.372281330791749,2.201e-08,4.885e-09,optimal,False,4
156,HCQbeo|,9,16,3,3.3722813524,0.3722813524,3.3722813274186247,2.499e-08,4.525e-09,optimal,False,4
157,HCQbdrV,9,17,3,3.3722813517,0.3722813517,3.3722813219340404,2.978e-08,3.475e-09,optimal,False,4
