rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
945,ICQbdW{|_,10,21,3,3.4678437346,0.4678437346,3.4678437388,4.206e-09,4.761e-10,optimal,4
946,ICQb`quno,10,22,3,3.4678437345,0.4678437345,3.4678437410,6.494e-09,4.757e-10,optimal,4
947,ICQb`rY^g,10,22,3,3.4678437345,0.4678437345,3.4678437396,5.056e-09,7.372e-10,optimal,4
948,ICQb`rs|G,10,21,3,3.4678437345,0.4678437345,3.4678437509,1.638e-08,1.403e-09,optimal,4
949,ICRbdQydo,10,21,3,3.4678437345,0.4678437345,3.4678437383,3.809e-09,5.593e-10,optimal,4
950,ICQb`ry]o,10,22,3,3.4678437345,0.4678437345,3.4678437432,8.711e-09,5.598e-10,optimal,4
951,ICQbR_yno,10,21,3,3.4678437344,0.4678437344,3.4678437400,5.568e-09,4.706e-10,optimal,4
952,ICQb`rYNw,10,22,3,3.4678437344,0.4678437344,3.4678437384,3.937e-09,7.704e-10,optimal,4
953,ICQbdW{tg,10,21,3,3.4678437344,0.4678437344,3.4678437495,1.514e-08,5.787e-10,optimal,4
954,ICQb`rsug,10,21,3,3.4678437343,0.4678437343,3.4678437477,1.333e-08,5.309e-10,optimal,4
955,ICQb`r{rw,10,23,3,3.4678437343,0.4678437343,3.4678437601,2.572e-08,1.213e-09,optimal,4
956,ICQeR`[}W,10,21,3,3.4678437343,0.4678437343,3.4678437384,4.091e-09,4.730e-10,optimal,4
957,ICQb`rq|O,10,21,3,3.4678437343,0.4678437343,3.4678437378,3.462e-09,4.327e-10,optimal,4
958,ICQb`qulo,10,21,3,3.4678437343,0.4678437343,3.4678437463,1.204e-08,5.314e-10,optimal,4
959,ICQbR_yYo,10,19,3,3.4678437342,0.4678437342,3.4678437430,8.829e-09,2.691e-10,optimal,4
960,ICQb`rk|w,10,23,3,3.4678437341,0.4678437341,3.4678437413,7.203e-09,8.855e-10,optimal,4
961,ICQb`rqzO,10,21,3,3.4678437341,0.4678437341,3.4678437395,5.348e-09,5.759e-10,optimal,4
962,ICOedq[uw,10,21,3,3.4678437341,0.4678437341,3.4678437385,4.409e-09,4.059e-10,optimal,4
963,ICQb`rimo,10,21,3,3.4678437339,0.4678437339,3.4678437415,7.607e-09,4.654e-10,optimal,4
964,ICQRDqkNO,10,19,3,3.4678437339,0.4678437339,3.4678437493,1.542e-08,2.939e-10,optimal,4
965,ICQe`q[Z_,10,19,3,3.4678437338,0.4678437338,3.4678437435,9.632e-09,7.614e-10,optimal,4
966,ICQe`q[yO,10,19,3,3.4678437338,0.4678437338,3.4678437425,8.664e-09,5.078e-10,optimal,4
967,ICQb`rrno,10,23,3,3.4678437338,0.4678437338,3.4678437386,4.804e-09,3.530e-10,optimal,4
968,ICQbdW{^o,10,22,3,3.4678437338,0.4678437338,3.4678437406,6.810e-09,3.571e-10,optimal,4
969,ICQb`rs~W,10,23,3,3.4678437337,0.4678437337,3.4678437378,4.057e-09,7.111e-10,optimal,4
970,ICQeR`[\O,10,19,3,3.4678437337,0.4678437337,3.4678437397,6.045e-09,4.067e-10,optimal,4
971,ICQbR_yuO,10,19,3,3.4678437337,0.4678437337,3.4678437446,1.096e-08,3.689e-10,optimal,4
972,ICRV@qkuW,10,21,3,3.4678437335,0.4678437335,3.4678437447,1.121e-08,2.637e-10,optimal,4
973,ICQb`r{}o,10,23,3,3.4678437335,0.4678437335,3.4678437396,6.131e-09,4.183e-10,optimal,4
974,ICQe`q[vg,10,21,3,3.4678437334,0.4678437334,3.4678437423,8.868e-09,4.411e-10,optimal,4
975,ICQRDqk^_,10,20,3,3.4678437334,0.4678437334,3.4678437410,7.600e-09,3.808e-10,optimal,4
976,ICRV@qkz_,10,21,3,3.4678437333,0.4678437333,3.4678437405,7.221e-09,5.077e-10,optimal,4
977,ICQb`qu{w,10,22,3,3.4678437332,0.4678437332,3.4678437487,1.548e-08,3.334e-10,optimal,4
978,ICQb`rY^_,10,21,3,3.4678437332,0.4678437332,3.4678437411,7.857e-09,4.159e-10,optimal,4
979,ICQb`qr\o,10,21,3,3.4678437330,0.4678437330,3.4678437411,8.100e-09,5.951e-10,optimal,4
980,ICQbR_yYw,10,20,3,3.4678437330,0.4678437330,3.4678437445,1.147e-08,5.627e-10,optimal,4
981,ICQbdW{lo,10,21,3,3.4678437330,0.4678437330,3.4678437393,6.365e-09,2.387e-10,optimal,4
982,ICQb`rK~w,10,23,3,3.4678437329,0.4678437329,3.4678437425,9.553e-09,2.529e-10,optimal,4
983,ICQ`fIk|o,10,21,3,3.4678437329,0.4678437329,3.4678437444,1.150e-08,4.058e-10,optimal,4
984,ICQb`r{xo,10,22,3,3.4678437328,0.4678437328,3.4678437382,5.365e-09,4.145e-10,optimal,4
985,ICQb`ry|_,10,22,3,3.4678437327,0.4678437327,3.4678437406,7.930e-09,3.530e-10,optimal,4
986,ICQe`q[}g,10,21,3,3.4678437327,0.4678437327,3.4678437416,8.885e-09,3.475e-10,optimal,4
987,ICQb`rkVg,10,21,3,3.4678437326,0.4678437326,3.4678437385,5.876e-09,4.492e-10,optimal,4
988,ICQbdW{fo,10,21,3,3.4678437326,0.4678437326,3.4678437537,2.112e-08,2.013e-10,optimal,4
989,ICQbdW{ew,10,21,3,3.4678437325,0.4678437325,3.4678437492,1.668e-08,2.472e-10,optimal,4
990,ICQbR_yUw,10,20,3,3.4678437322,0.4678437322,3.4678437536,2.139e-08,3.037e-10,optimal,4
991,ICQb`riZW,10,21,3,3.4678437320,0.4678437320,3.4678437392,7.160e-09,3.496e-10,optimal,4
992,ICQb`r{|_,10,22,3,3.4678437319,0.4678437319,3.4678437404,8.451e-09,2.414e-10,optimal,4
993,ICQRDiUmG,10,19,3,3.4678437319,0.4678437319,3.4678437416,9.731e-09,1.585e-10,optimal,4
994,ICQb`pyng,10,22,3,3.4678437318,0.4678437318,3.4678437533,2.154e-08,2.120e-10,optimal,4
995,ICQ`fIk}o,10,21,3,3.4678437317,0.4678437317,3.4678437391,7.424e-09,3.386e-10,optimal,4
996,ICQeV`[Mo,10,20,3,3.4678437316,0.4678437316,3.4678437376,5.989e-09,1.831e-10,optimal,4
997,ICQb`rkzw,10,23,3,3.4678437312,0.4678437312,3.4678437749,4.365e-08,2.639e-10,optimal,4
998,ICQb`rkto,10,21,3,3.4678437311,0.4678437311,3.4678437417,1.058e-08,2.168e-10,optimal,4
999,ICQRDPqN_,10,18,3,3.4678437309,0.4678437309,3.4678437473,1.643e-08,1.499e-10,optimal,4
1000,ICQ`fIk~w,10,23,3,3.4678437304,0.4678437304,3.4678437447,1.429e-08,1.330e-10,optimal,4
